x,y,leftInches,rightInches,gyro
-217.00775458274057,9.419830489400724,57.052845528455286,25.711382113821138,59.040000915527344
-216.46935936191204,-12.687435644587755,59.02439024390243,27.66260162601626,59.25
-213.34531940406265,-35.80043344500579,61.21951219512194,29.654471544715445,59.36000061035156
-208.20266640900655,-59.42398511787273,63.33333333333333,31.666666666666664,59.439998626708984
-197.73370450782983,-82.59561612111924,65.48780487804878,33.71951219512195,59.650001525878906
-184.15036195695927,-105.03416877250176,67.54065040650407,35.77235772357723,59.77000045776367
-166.69505683265692,-126.4286351995088,69.83739837398373,37.84552845528455,59.90999984741211
-143.2034002646056,-142.37789386705634,72.05284552845528,39.95934959349593,60.20000076293945
-116.1813970390808,-154.9822262233732,74.32926829268293,42.09349593495935,60.36000061035156
-86.94570560572156,-163.91220769952494,76.5650406504065,44.207317073170735,60.5
-54.846389893344366,-164.44024390169727,78.9430894308943,46.40243902439025,60.779998779296875
-22.947019061736302,-157.18782102564182,81.07723577235771,48.55691056910568,61.02000045776367
7.640611071863987,-141.51337704192136,83.41463414634146,50.7520325203252,61.27000045776367
31.189825691389185,-115.57943081981219,85.85365853658536,52.947154471544714,61.630001068115234
52.38858527554189,-85.71176169108725,88.15040650406505,55.16260162601626,61.75
70.81628915657194,-53.32049934798337,90.42682926829268,57.35772357723577,61.849998474121094
85.49198002126602,-17.336298478362792,92.72357723577237,59.532520325203244,61.97999954223633
90.509904799585,21.886707576386335,95.08130081300811,61.72764227642276,62.2400016784668
90.80816434236972,63.06448920011192,97.47967479674796,63.96341463414634,62.36000061035156
83.21165778235907,104.16717935965515,99.77642276422763,66.17886178861788,62.54999923706055
59.319367616179406,140.41616456856485,102.03252032520325,68.39430894308943,62.95000076293945
28.21438831702865,171.68583432069116,104.43089430894308,70.60975609756098,63.150001525878906
-8.495767484098572,198.90652362053828,106.82926829268293,72.78455284552845,63.29999923706055
-52.98656184173906,212.08816103166433,109.20731707317073,75.0,63.650001525878906
-100.74800957075506,216.30405153624872,111.52439024390245,77.17479674796748,63.849998474121094
-149.12350810108828,211.35447881335352,113.82113821138212,79.32926829268293,64.04000091552734
-194.01896696783382,189.00129306188757,115.97560975609754,81.58536585365853,64.4000015258789
-235.25888909172818,159.437697440561,118.0691056910569,83.71951219512195,64.55999755859375
-273.07282052641943,123.35628199109138,120.20325203252031,85.8130081300813,64.69999694824219
-307.8720607718558,83.58615807804968,122.35772357723576,87.86585365853658,64.79000091552734
-343.5747428313564,42.78354056341937,124.32926829268293,89.79674796747967,64.79000091552734
-379.23137566688933,1.2015609847919393,126.23983739837398,91.7479674796748,64.80000305175781
-412.32395895451214,-44.29664587342552,128.23170731707316,93.84146341463413,64.87999725341797
-443.88666446913436,-91.55509861236919,130.28455284552845,95.89430894308941,64.91999816894531
-476.20570090989384,-139.9459963919099,132.1747967479675,97.86585365853658,64.91999816894531
-513.9293694758858,-184.8388094471936,133.9430894308943,99.71544715447153,64.80999755859375
-556.4725009009193,-227.09050257572267,135.67073170731706,101.52439024390243,64.72000122070312
-602.4889672272212,-266.0040215654059,137.2560975609756,103.1910569105691,64.63999938964844
-656.432620129918,-295.6111745087829,138.73983739837396,104.85772357723577,64.44000244140625
-713.2754010966751,-320.4492869544183,140.40650406504065,106.72764227642276,64.3499984741211
-773.4219211765521,-340.51226614858524,142.27642276422762,108.59756097560975,64.26000213623047
-837.2733162955951,-339.3601434001639,144.10569105691056,110.42682926829268,63.91999816894531
-901.7432858603336,-329.74572847509245,145.8739837398374,112.21544715447155,63.790000915527344
-964.2260518567375,-309.86579953750254,147.5609756097561,113.94308943089432,63.630001068115234
-1023.5636169978962,-279.121621817906,149.1869918699187,115.60975609756096,63.459999084472656
-1072.8415030597935,-233.39446848042178,150.83333333333334,117.27642276422763,63.189998626708984
-1119.6619481222056,-183.41300251961195,152.47967479674796,118.9430894308943,63.119998931884766
-1163.6413285224833,-130.4247016291124,154.10569105691056,120.58943089430893,63.060001373291016
-1203.371553589065,-72.69344545187253,155.6910569105691,122.1951219512195,62.970001220703125
-1239.7416216673414,-12.396471295402904,157.21544715447152,123.78048780487804,62.90999984741211
-1274.2344331858583,50.33079995044524,158.65853658536585,125.34552845528455,62.869998931884766
-1302.4281789559495,116.50606916437287,160.1422764227642,126.89024390243902,62.77000045776367
-1329.7407093101936,184.3443656989412,161.66666666666666,128.4552845528455,62.75
-1353.7415240432101,253.78949599028527,163.1910569105691,130.02032520325204,62.70000076293945
-1373.1378742378756,325.9012624953166,164.71544715447155,131.58536585365854,62.630001068115234
-1391.9085672731135,398.57733243904204,166.23983739837396,133.23170731707316,62.619998931884766
-1412.4684343932774,472.0770467370044,167.8861788617886,134.8780487804878,62.63999938964844
-1434.6143661650558,545.5498199489992,169.59349593495935,136.52439024390242,62.65999984741211
-1456.3535072052493,620.3723880102401,171.1991869918699,138.10975609756096,62.650001525878906
-1478.9481646505917,695.3338824911311,172.78455284552842,139.6341463414634,62.65999984741211
-1502.6365876832951,771.1715703263935,174.3089430894309,141.17886178861787,62.66999816894531
-1525.659440869424,847.5536746455776,175.77235772357724,142.68292682926827,62.65999984741211
-1545.8965148796594,925.9072550628381,177.21544715447152,144.1869918699187,62.619998931884766
-1560.6610355314283,1005.7941758348752,178.65853658536585,145.67073170731706,62.54999923706055
-1573.2005957142073,1087.2430943824168,180.1219512195122,147.17479674796746,62.52000045776367
-1584.971145809552,1169.1352543120174,181.60569105691056,148.6788617886179,62.5099983215332
-1595.2474794146801,1252.4264742769367,183.130081300813,150.1829268292683,62.4900016784668
-1603.888322116088,1336.2199323036928,184.65447154471542,151.66666666666666,62.470001220703125
-1610.9541290628247,1421.4050348822984,186.21951219512195,153.21138211382114,62.45000076293945
-1617.1867706848777,1506.9200770419452,187.72357723577232,154.71544715447155,62.439998626708984
-1620.9029029303363,1593.7816780970782,189.2073170731707,156.15853658536582,62.40999984741211
-1620.2714936613315,1680.954188158361,190.630081300813,157.60162601626016,62.36000061035156
-1616.9833124826098,1769.205960205837,191.99186991869917,158.98373983739836,62.33000183105469
-1604.8689035392617,1856.9200849040274,193.33333333333331,160.3861788617886,62.22999954223633
-1588.1777259082944,1945.0174810397177,194.67479674796746,161.74796747967477,62.18000030517578
-1568.8056413175493,2032.7829981361078,195.9959349593496,163.08943089430892,62.150001525878906
-1547.4218567513676,2121.220233106219,197.31707317073167,164.41056910569105,62.130001068115234
-1524.2219713023073,2209.408687477497,198.61788617886177,165.73170731707316,62.11000061035156
-1498.085064416276,2297.884953422728,199.87804878048777,167.01219512195118,62.08000183105469
-1470.1132468984638,2386.043602724585,201.17886178861787,168.31300813008127,62.060001373291016
-1440.0409351115893,2474.635654168429,202.45934959349594,169.6341463414634,62.040000915527344
-1408.996602698521,2563.1718354747527,203.78048780487802,170.97560975609755,62.029998779296875
-1378.4767668279185,2653.0822782989794,205.16260162601625,172.37804878048777,62.040000915527344
-1346.0784447903395,2742.6032698412814,206.54471544715446,173.760162601626,62.02000045776367
-1312.4096533142344,2832.804959473371,207.8861788617886,175.08130081300814,62.0099983215332
-1278.6626780284953,2923.2161104915604,209.1869918699187,176.3821138211382,62.0099983215332
-1244.549660361287,3014.6079216355784,210.46747967479672,177.64227642276424,62.0099983215332
-1213.1086435300176,3107.23213357855,211.80894308943087,178.92276422764226,62.040000915527344
-1183.212822302047,3201.454656571536,213.130081300813,180.20325203252034,62.060001373291016
-1154.192087566605,3296.1948628293253,214.41056910569102,181.46341463414635,62.06999969482422
-1123.9182272709836,3391.6088498223253,215.63008130081298,182.74390243902437,62.060001373291016
-1091.6638272510404,3486.62926215738,216.869918699187,184.02439024390245,62.040000915527344
-1061.970406766859,3583.5654978115035,218.15040650406502,185.30487804878047,62.06999969482422
-1032.2055506279441,3680.734940127185,219.4512195121951,186.5650406504065,62.06999969482422
-1005.0975609854186,3779.7434252948556,220.73170731707316,187.8252032520325,62.099998474121094
-986.9586182395459,3881.007700721203,221.9918699186992,189.06504065040647,62.189998626708984
-971.7224412790964,3983.7355895238597,223.19105691056907,190.2642276422764,62.220001220703125
-957.4849171680113,4086.8220852095556,224.36991869918697,191.46341463414632,62.22999954223633
-945.1989467967729,4191.131520547725,225.5691056910569,192.6219512195122,62.25
-933.9336485260354,4295.770767751947,226.7479674796748,193.80081300813006,62.2599983215332
-924.6791731167974,4401.576158096547,227.9471544715447,194.95934959349592,62.279998779296875
-917.5254921912857,4507.798959343634,229.18699186991867,196.15853658536585,62.29999923706055
-912.4534502386631,4615.077499251586,230.3861788617886,197.33739837398375,62.31999969482422
-910.5974022209474,4722.69360869326,231.58536585365852,198.47560975609755,62.349998474121094
-911.9821355779198,4831.231523763735,232.74390243902437,199.6138211382114,62.380001068115234
-920.9725369504054,4939.619464293545,233.8821138211382,200.73170731707316,62.45000076293945
-934.4022042144577,5048.468924920986,235.020325203252,201.84959349593495,62.4900016784668
-950.0345820096751,5157.229277845546,236.15853658536585,202.9471544715447,62.5099983215332
-969.0780056415966,5266.3627503733605,237.2560975609756,204.0650406504065,62.540000915527344
-989.2448559038763,5375.48024948643,238.35365853658536,205.14227642276424,62.54999923706055
-1010.6734066794148,5485.268328283109,239.43089430894307,206.21951219512195,62.560001373291016
-1036.502982649724,5594.2304124171815,240.48780487804876,207.1951219512195,62.599998474121094
-1065.684617298884,5702.721917413523,240.9552845528455,207.70325203252034,62.630001068115234
-1098.136575324937,5810.386628788271,241.17886178861787,208.41463414634146,62.65999984741211
-1142.3630742349856,5914.193355841428,241.52439024390245,209.04471544715443,62.77000045776367
-1191.7446260298243,6015.705678838931,241.8292682926829,209.61382113821136,62.81999969482422
-1247.2790916071688,6114.348667601878,242.0121951219512,210.16260162601625,62.880001068115234
-1313.2416243348152,6206.2081453717465,242.03252032520322,210.54878048780486,62.9900016784668
-1383.8963643763839,6294.8866227562885,242.03252032520322,210.91463414634143,63.040000915527344
-1459.6461035310617,6379.063211667231,242.03252032520322,211.21951219512195,63.099998474121094
-1541.25136115383,6457.883789699169,242.03252032520322,211.36178861788616,63.16999816894531
-1627.3204739253508,6531.56989850923,242.0528455284553,211.46341463414635,63.22999954223633
-1711.5466817687432,6608.173675562768,242.47967479674796,211.8292682926829,63.20000076293945
-1793.2615845782134,6687.100157273538,242.78455284552845,212.13414634146338,63.16999816894531
-1866.9450498433287,6774.092535056407,242.9878048780488,212.23577235772356,63.06999969482422
-1935.0296367300202,6865.013303299084,242.90650406504065,212.27642276422765,63.0099983215332
-2003.3578832280089,6956.259456773014,242.8861788617886,212.27642276422765,63.0099983215332
-2070.481948291098,7047.790839767744,242.7642276422764,212.23577235772356,63.0
-2136.8001380967153,7140.145605879289,242.39837398373982,212.01219512195118,62.9900016784668
-2202.999775543009,7232.335275876942,242.47967479674796,211.91056910569105,62.9900016784668
-2257.794574079665,7331.982942719793,242.47967479674796,211.9512195121951,62.869998931884766
-2305.3534502960338,7434.933063940568,242.3780487804878,211.869918699187,62.79999923706055
-2347.787314854184,7540.329416811118,242.2560975609756,211.78861788617886,62.75
-2376.1263343553937,7650.0519805726235,242.15447154471542,211.72764227642273,62.619998931884766
-2398.98915478854,7761.262805847771,242.0528455284553,211.66666666666666,62.56999969482422
-2417.3402297461193,7873.018167767842,241.9512195121951,211.6260162601626,62.529998779296875
-2423.323263190288,7986.325762432852,241.86991869918697,211.56504065040647,62.41999816894531
-2423.6350745054915,8099.496064583519,241.78861788617883,211.48373983739836,62.369998931884766
-2416.0163633479947,8212.62395628968,241.7073170731707,211.40243902439022,62.29999923706055
-2394.957064992795,8323.776649679969,241.6869918699187,211.34146341463415,62.18000030517578
-2366.1155713803723,8433.41024028641,241.66666666666666,211.32113821138208,62.11000061035156
-2329.764856024698,8540.498264234606,241.60569105691056,211.30081300813006,62.040000915527344
-2284.8877746952444,8644.534711579729,241.50406504065037,211.28048780487802,61.959999084472656
-2240.1153488608634,8748.328540965307,241.42276422764226,211.260162601626,61.959999084472656
-2196.2928767254652,8852.7805297458,241.38211382113818,211.23983739837396,61.970001220703125
-2152.5647648386985,8957.007608448173,241.38211382113818,211.21951219512195,61.970001220703125
